Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
1. The Lion King,1994,1h 28m,G,8.5,1.2M,88,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",https://www.imdb.com/title/tt0110357/?ref_=sr_i_1
2. Forrest Gump,1994,2h 22m,PG-13,8.8,2.4M,82,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",https://www.imdb.com/title/tt0109830/?ref_=sr_i_2
3. True Lies,1994,2h 21m,R,7.3,290K,63,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",https://www.imdb.com/title/tt0111503/?ref_=sr_i_3
4. The Santa Clause,1994,1h 37m,PG,6.6,140K,57,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.",https://www.imdb.com/title/tt0111070/?ref_=sr_i_4
5. The Flintstones,1994,1h 31m,PG,5.0,89K,38,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",https://www.imdb.com/title/tt0109813/?ref_=sr_i_5
6. Dumb and Dumber,1994,1h 47m,PG-13,7.3,427K,41,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",https://www.imdb.com/title/tt0109686/?ref_=sr_i_6
7. Clear and Present Danger,1994,2h 21m,PG-13,6.9,112K,72,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,https://www.imdb.com/title/tt0109444/?ref_=sr_i_7
8. Speed,1994,1h 56m,R,7.3,406K,78,A young Los Angeles Police Department (LAPD) Special Weapons And Tactics (SWAT) officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,https://www.imdb.com/title/tt0111257/?ref_=sr_i_8
9. The Mask,1994,1h 41m,PG-13,7.0,443K,59,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,https://www.imdb.com/title/tt0110475/?ref_=sr_i_9
10. Pulp Fiction,1994,2h 34m,R,8.9,2.3M,95,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",https://www.imdb.com/title/tt0110912/?ref_=sr_i_10
11. Interview with the Vampire,1994,2h 3m,R,7.5,361K,62,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",https://www.imdb.com/title/tt0110148/?ref_=sr_i_11
12. Maverick,1994,2h 7m,PG,7.0,122K,62,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",https://www.imdb.com/title/tt0110478/?ref_=sr_i_12
13. The Client,1994,1h 59m,PG-13,6.7,76K,65,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,https://www.imdb.com/title/tt0109446/?ref_=sr_i_13
14. Disclosure,1994,2h 8m,R,6.2,56K,58,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",https://www.imdb.com/title/tt0109635/?ref_=sr_i_14
15. Star Trek: Generations,1994,1h 58m,PG,6.6,89K,55,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",https://www.imdb.com/title/tt0111280/?ref_=sr_i_15
16. Ace Ventura: Pet Detective,1994,1h 26m,PG-13,6.9,338K,37,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,https://www.imdb.com/title/tt0109040/?ref_=sr_i_16
17. Stargate,1994,1h 56m,PG-13,7.0,211K,42,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",https://www.imdb.com/title/tt0111282/?ref_=sr_i_17
