Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
1. It Happened One Night,1934,1h 45m,Approved,8.1,116K,87.0,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,https://www.imdb.com/title/tt0025316/?ref_=sr_i_1,"['Robert Riskin', 'Samuel Hopkins Adams']",['Frank Capra'],"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns', 'Jameson Thomas', 'Alan Hale', 'Arthur Hoyt', 'Blanche Friderici', 'Charles C. Wilson', 'Ernie Adams']","$325,000 (estimated)",,"$16,993",,"February 22, 1934",['United States'],"['Busch Gardens - S. Grove Avenue, Pasadena, California, USA (Andrews estate)']",['Columbia Pictures'],"Won 5 Oscars, 14 wins & 2 nominations total","['Road Trip', 'Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Romance']",['English']
2. Murder on the Blackboard,1934,1h 11m,Approved,6.7,925,,"A pretty young music teacher is bludgeoned to death in Hildegarde's school, where she's reunited with Oscar, but the autopsy report says she was dying from poison too.",https://www.imdb.com/title/tt0025532/?ref_=sr_i_2,"['Willis Goldbeck', 'Stuart Palmer']",['George Archainbaud'],"['Edna May Oliver', 'James Gleason', 'Bruce Cabot', 'Gertrude Michael', 'Regis Toomey', 'Edgar Kennedy', 'Tully Marshall', 'Jackie Searl', 'Frederik Vogeding', 'Barbara Fritchie']",,,,,"June 15, 1934",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (The school)']",['RKO Radio Pictures'],"Awards, 1 win total","['Comedy', 'Drama', 'Mystery', 'Thriller']",['English']
3. The Thin Man,1934,1h 31m,TV-PG,7.9,34K,86.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",https://www.imdb.com/title/tt0025878/?ref_=sr_i_3,"['Albert Hackett', 'Frances Goodrich', 'Dashiell Hammett']",['W.S. Van Dyke'],"['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton', 'Minna Gombell', 'Porter Hall', 'Henry Wadsworth', 'William Henry', 'Harold Huber', 'Cesar Romero']","$226,408 (estimated)",,,,"May 25, 1934",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']","['Metro-Goldwyn-Mayer (MGM)', 'Cosmopolitan Productions']","Nominated for 4 Oscars, 6 wins & 4 nominations total","['Cozy Mystery', 'Screwball Comedy', 'Whodunnit', 'Comedy', 'Crime', 'Mystery', 'Romance']",['English']
4. The Man Who Knew Too Much,1934,1h 15m,Approved,6.7,22K,77.0,An ordinary British couple vacationing in Switzerland suddenly find themselves embroiled in a case of international intrigue when their daughter is kidnapped by spies plotting a political assassination.,https://www.imdb.com/title/tt0025452/?ref_=sr_i_4,"['Charles Bennett', 'D.B. Wyndham-Lewis', 'Edwin Greenwood']",['Alfred Hitchcock'],"['Leslie Banks', 'Edna Best', 'Peter Lorre', 'Frank Vosper', 'Hugh Wakefield', 'Nova Pilbeam', 'Pierre Fresnay', 'Cicely Oates', 'D.A. Clarke-Smith', 'George Curzon']","£40,000 (estimated)",,$247,,"March 21, 1935",['United Kingdom'],"['Royal Albert Hall, South Kensington, London, England, UK (finale)']",['Gaumont British Picture Corporation'],"Awards, 1 win & 1 nomination total","['Conspiracy Thriller', 'Political Thriller', 'Psychological Thriller', 'Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'German', 'Italian', 'French']"
5. The Secret Bride,1934,1h 4m,Approved,6.1,706,,"A governor's daughter and state attorney secretly marry amid corruption allegations. As political schemes unfold and true identities emerge, they face choosing between the governor's career and saving a life.",https://www.imdb.com/title/tt0026973/?ref_=sr_i_5,"['Leonard Ide', 'Tom Buckingham', 'F. Hugh Herbert']",['William Dieterle'],"['Barbara Stanwyck', 'Warren William', 'Glenda Farrell', 'Grant Mitchell', 'Arthur Byron', ""Henry O'Neill"", 'Douglass Dumbrille', 'Arthur Aylesworth', 'Willard Robertson', 'William B. Davidson']",,,,,"December 22, 1934",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,['Drama'],['English']
6. L'Atalante,1934,1h 29m,Not Rated,7.7,18K,,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,https://www.imdb.com/title/tt0024844/?ref_=sr_i_6,"['Jean Guinée', 'Albert Riéra', 'Jean Vigo']",['Jean Vigo'],"['Dita Parlo', 'Jean Dasté', 'Gilles Margaritis', 'Louis Lefebvre', 'Maurice Gilles', 'Raphaël Diligent', 'Michel Simon', 'Claude Aveline', 'René Blech', 'Lou Bonin']",,,"$9,505",,"June 21, 1947",['France'],"['Bassin de la Villette, Paris 19, Paris, France (Lake crossed by the barge.)']","['Argui-Film', 'Gaumont-Franco Film-Aubert (G.F.F.A)']","Awards, 1 nomination total","['Dark Romance', 'Feel-Good Romance', 'Romantic Comedy', 'Satire', 'Comedy', 'Drama', 'Romance']","['French', 'Russian']"
7. The Count of Monte Cristo,1934,1h 53m,Approved,7.4,3.5K,,"After greedy men have Edmond Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to get his revenge on them.",https://www.imdb.com/title/tt0025004/?ref_=sr_i_7,"['Alexandre Dumas', 'Philip Dunne', 'Dan Totheroh']",['Rowland V. Lee'],"['Robert Donat', 'Elissa Landi', 'Louis Calhern', 'Sidney Blackmer', 'Raymond Walburn', 'O.P. Heggie', 'Irene Hervey', 'Georgia Caine', 'Walter Walker', 'Lawrence Grant']",,,,"$3,270,000","September 7, 1934",['United States'],"['RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA (Studio)']",['Reliance Pictures'],"Awards, 3 wins total","['Action', 'Adventure', 'Drama', 'History', 'Romance', 'Thriller']","['English', 'American Sign Language']"
8. Imitation of Life,1934,1h 51m,Approved,7.5,5.9K,72.0,"A struggling widow and her daughter take in a Black housekeeper and her fair-skinned daughter; the two women start a successful business but face familial, identity, and racial issues along the way.",https://www.imdb.com/title/tt0025301/?ref_=sr_i_8,"['Fannie Hurst', 'William Hurlbut', 'Preston Sturges']",['John M. Stahl'],"['Claudette Colbert', 'Warren William', 'Rochelle Hudson', 'Ned Sparks', 'Louise Beavers', 'Fredi Washington', 'Juanita Quigley', 'Alan Hale', 'Henry Armetta', 'Wyndham Standing']",,,,,"November 26, 1934",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],"Nominated for 3 Oscars, 4 wins & 3 nominations total","['Comedy', 'Drama', 'Romance']",['English']
9. March of the Wooden Soldiers,1934,1h 17m,Approved,7.1,7.9K,,"Opposing the evil Barnaby, Stannie Dum and Ollie Dee try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",https://www.imdb.com/title/tt0024852/?ref_=sr_i_9,"['Frank Butler', 'Nick Grinde', 'Anna Alice Chapin']","['Gus Meins', 'Charley Rogers']","['Stan Laurel', 'Oliver Hardy', 'Virginia Karns', 'Charlotte Henry', 'Felix Knight', 'Florence Roberts', 'Henry Brandon', 'Ernie Alexander', 'Richard Alexander', 'Frank Austin']",,,,,"December 14, 1934",['United States'],"['Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA']",['Hal Roach Studios'],"Awards, 1 win total","['Screwball Comedy', 'Slapstick', 'Comedy', 'Family', 'Fantasy', 'Musical']",['English']
10. Tarzan and His Mate,1934,1h 44m,Passed,7.2,5.7K,,"The idyllic life of Tarzan and Jane is challenged by men on safari who come seeking ivory, and come seeking Jane as well.",https://www.imdb.com/title/tt0025862/?ref_=sr_i_10,"['Edgar Rice Burroughs', 'James Kevin McGuinness', 'Howard Emmett Rogers']","['Cedric Gibbons', 'James C. McKay', 'Jack Conway']","['Johnny Weissmuller', ""Maureen O'Sullivan"", 'Neil Hamilton', 'Paul Cavanagh', 'Forrester Harvey', 'Nathan Curry', 'George Barrows', 'Everett Brown', 'Ray Corrigan', ""Yola d'Avril""]","$1,279,142 (estimated)",,,,"April 20, 1934",['United States'],"['Silver Springs, Florida, USA']",['Metro-Goldwyn-Mayer (MGM)'],"Awards, 2 wins & 1 nomination total","['Jungle Adventure', 'One-Person Army Action', 'Action', 'Adventure', 'Romance']",['English']
